nct_id,phase,completion_date,limitations_and_caveats,why_stopped,result_group_id,#AE_probability,#AE_Subjects,#Total_Subjects,time_frame,AEdescription,Treatment,Treatment_description
NCT00486720,Phase 2,7/1/09,This trial was terminated because the pre-specified futility criterion was met.,NA,451183,0.416666667,5,12,Serious and non-serious adverse experiences occurring from the time of consent up through 30 days after the last dose of study drug were reported.,"One patient was randomized to the Once Daily Dose Schedule, but discontinued before receiving study medication due to a protocol violation and is not included in the safety assessment.",Vorinostat Thrice Daily Dose Schedule,Vorinostat 200 mg three times daily for 14 consecutive days in a 21 day cycle.
NCT00486720,Phase 2,7/1/09,This trial was terminated because the pre-specified futility criterion was met.,NA,451184,0.222222222,2,9,Serious and non-serious adverse experiences occurring from the time of consent up through 30 days after the last dose of study drug were reported.,"One patient was randomized to the Once Daily Dose Schedule, but discontinued before receiving study medication due to a protocol violation and is not included in the safety assessment.",Vorinostat Once Daily Dose Schedule,Vorinostat 400 mg once daily for 14 consecutive days in a 21 day cycle.
NCT00487552,Phase 1,4/1/11,"Enrollment was stopped in Feb 2009, due to the death of a patient after distal stent migration.",Failure to achieve one of the primary endpoints.,450757,0.833333333,10,12,NA,Only 12 of 18 patients are reported in the reported Adverse Events section as Total Number of Participants at Risk. These are the participants that received both the magnets and the stent (primary success).,Magnetic Anastomosis Device (MAD) With Stent,Magnetic Anastomosis Device used with gastro-jejunal or duodenal stent for palliative treatment of gastric outlet obstruction.
NCT00492531,Phase 2,10/1/09,"As a result of early termination due to safety findings, the study was underpowered to assess the effects of sildenafil therapy on the predetermined efficacy endpoints.",Subjects on drug were more likely to have severe pain crises requiring hospitalization.,448593,0.459459459,17,37,"Safety assessments were conducted at baseline, weeks 6, 10 (excluding echocardiography), and 16.","Treatment group differences in AEs and SAEs were evaluated via Cochran-Mantel-Haenszel chi-square tests, controlling for TRV stratum. The study was stopped early due to the higher percentage of subjects experiencing an SAE in the sildenafil arm as compared to the placebo arm.",Sildenafil,"Subjects received oral sildenafil 20 mg three times daily for six weeks, followed by 40 mg three times daily for four weeks, followed by 80 mg three times daily for six weeks (as tolerated)."
NCT00492531,Phase 2,10/1/09,"As a result of early termination due to safety findings, the study was underpowered to assess the effects of sildenafil therapy on the predetermined efficacy endpoints.",Subjects on drug were more likely to have severe pain crises requiring hospitalization.,448592,0.216216216,8,37,"Safety assessments were conducted at baseline, weeks 6, 10 (excluding echocardiography), and 16.","Treatment group differences in AEs and SAEs were evaluated via Cochran-Mantel-Haenszel chi-square tests, controlling for TRV stratum. The study was stopped early due to the higher percentage of subjects experiencing an SAE in the sildenafil arm as compared to the placebo arm.",Placebo,"Subjects received matching oral dose of placebo 20 mg three times daily for six weeks, followed by 40 mg three times daily for four weeks, followed by 80 mg three times daily for six weeks (as tolerated)."
NCT00495625,Phase 2,12/1/10,The Principal Investigator who initiated the study left Moffitt before reaching the target enrollment required to perform the planned analysis.,NA,447549,0.333333333,11,33,3 Years and 4 Months,First Treatment Start Date: 10/13/06 Last Off Study Date: 2/19/10,Sunitinib Malate (SUO11248) Treatment,"Once daily oral doses on days 1-28 of each 42-day cycle. The dose for the first 2 cycles was 37.5 mg daily for 28 days, every 42 days. Dose could be escalated to 50 mg daily for 28 days at the treating investigator's discretion."
NCT00496782,Phase 1,10/1/08,Study terminated prematurely due to slow enrollment. Premature termination of study was not due to any safety concerns. Efficacy data not summarized due to low sample size; only safety was summarized.,See Detailed Description,447194,0.444444444,4,9,NA,NA,CCR5-Tropic HIV-1,"Subjects treated with maraviroc in addition to the antiviral regimen they were receiving at the time of Screening (which was a failing regimen) for 14 days (including Day 14). On Day 15, subjects who had CC chemokine receptor 5 (CCR5) human immunodeficiency virus (HIV) 1 (based on Trofile‰ã¢ assay) continued receiving maraviroc in combination with a new optimized background therapy (OBT) selected by the investigator until End of Study; Maraviroc was dosed orally twice daily (BID) with the total dose adjusted according to the OBT drugs."
NCT00498433,Phase 2,3/1/12,NA,Early termination resulted from interim analysis of the ALTITUDE trial,446878,0.027777778,1,36,NA,"The Safety Population consisted of all patients that received at least one dose of study drug with at least one post-baseline safety assessment.In Part 1 of the study, no events were reported in period 1 when patients received placebo.",Part 2: Placebo run-in Period,"After confirming study eligibility based on inclusion and exclusion criteria, patients will undergo a two week single-blind placebo run-in phase."
NCT00498433,Phase 2,3/1/12,NA,Early termination resulted from interim analysis of the ALTITUDE trial,446880,0.1,1,10,NA,"The Safety Population consisted of all patients that received at least one dose of study drug with at least one post-baseline safety assessment.In Part 1 of the study, no events were reported in period 1 when patients received placebo.",Part 1: Aliskiren,All eligible patients received 4 week treatment of 300 mg aliskiren o.d..
NCT00509249,Phase 2,12/1/10,Study was terminiated after completion of the first stage due to a lack of activity (no hematological responses were observed).,Early termination for discouraging results,443666,0.388888889,7,18,NA,Other Adverse Events table includes events of all grades and attributions to treatment not included in the Serious Adverse Event table.,Arm I,"Patients will receive aflibercept IV at 4 mg/kg over 1 hour on day 1. Courses repeat every 14 days in the absence of disease progression or unacceptable toxicity.ziv-aflibercept: Given IVlaboratory biomarker analysis: Correlative studiespharmacological study: Correlative studies"
NCT00509366,Phase 2,12/1/11,"The microarray-based prediction model of chemotherapy sensitivity, used to allocate patients into the cisplatin treatment arms, was irreproducible and inaccurate. Quality of life measurements were incomplete and could not be analyzed.",Study terminated due to reproducibility issues with genomics prediction model.,443636,0.5,8,16,May 2007 to December 2011,NA,Cisplatin Sensitive (Pre-Amendment),Pre-amendment cisplatin sensitive refers to patients who experienced adverse events and treated with cisplatin-sensitive protocol based therapy per the amendment dated 1/25/2010.
NCT00509366,Phase 2,12/1/11,"The microarray-based prediction model of chemotherapy sensitivity, used to allocate patients into the cisplatin treatment arms, was irreproducible and inaccurate. Quality of life measurements were incomplete and could not be analyzed.",Study terminated due to reproducibility issues with genomics prediction model.,443634,0.705882353,12,17,May 2007 to December 2011,NA,Cisplatin Resistant (Pre-Amendment),Pre-amendment cisplatin resistant refers to patients who experienced adverse events and treated with cisplatin-resistant protocol based therapy per the amendment dated 1/25/2010.
NCT00509366,Phase 2,12/1/11,"The microarray-based prediction model of chemotherapy sensitivity, used to allocate patients into the cisplatin treatment arms, was irreproducible and inaccurate. Quality of life measurements were incomplete and could not be analyzed.",Study terminated due to reproducibility issues with genomics prediction model.,443632,0.066666667,3,45,May 2007 to December 2011,NA,Screen Failure,"Screen failures constitute patients who were registered into the study and underwent protocol-based procedure (e.g. biopsy, genomic screening), but were not enrolled to genomics-directed, protocol-based therapy. From the participant flow, 9 of the 54 screen failures did not have adverse event follow-up, resulting in a final count of 45 screen failures with adverse event follow-up."
NCT00509366,Phase 2,12/1/11,"The microarray-based prediction model of chemotherapy sensitivity, used to allocate patients into the cisplatin treatment arms, was irreproducible and inaccurate. Quality of life measurements were incomplete and could not be analyzed.",Study terminated due to reproducibility issues with genomics prediction model.,443635,0.625,5,8,May 2007 to December 2011,NA,Cisplatin Sensitive (Post-Amendment),Post-amendment cisplatin sensitive refers to patients who experienced adverse events and treated with cisplatin-sensitive protocol based therapy per the amendment dated AFTER 1/25/2010.
NCT00509366,Phase 2,12/1/11,"The microarray-based prediction model of chemotherapy sensitivity, used to allocate patients into the cisplatin treatment arms, was irreproducible and inaccurate. Quality of life measurements were incomplete and could not be analyzed.",Study terminated due to reproducibility issues with genomics prediction model.,443633,0.666666667,4,6,May 2007 to December 2011,NA,Cisplatin Resistant (Post-Amendment),Pre-amendment cisplatin sensitive refers to patients who experienced adverse events and treated with cisplatin-sensitive protocol based therapy per the amendment dated AFTER 1/25/2010.
NCT00510289,Phase 2,7/1/11,"The limitations of our study include the small sample size, the poor toxicity profile and the lack of response.",Early closure of study due to poor response,443206,0.3125,5,16,30 days after the last dose of study drug,"Serious Adverse Events/Other Adverse events are recorded whether or not they are thought to be related to the study drug. SAEs are listed for all patients who took at least one dose of study drug. Due to early study closure and patient withdrawals, Other AEs are listed for 9 patients only.",All Patients,"SAEs are listed for all patients who took at least one dose of study drug. Due to early study closure and patient withdrawals, Other AEs are listed for 9 patients only."
NCT00512148,Phase 2,4/1/11,NA,24 months follow up completed without substantial change to the profile.,442394,0.571428571,4,7,periodically within the first 12 months as well as during long term follow up out to 5 years.,Adverse events are reported for 7 subjects who were enrolled in the study. One patient withdrew prior to bladder biopsy and is included in the safety population but not in the all implanted population used for efficacy analysis.,Safety Population,Patients who underwent screening procedures and met inclusion/exclusion criteria.
NCT00512798,Phase 1/Phase 2,3/1/08,NA,This study was terminated due to lack of efficacy,442355,0.142857143,4,28,NA,NA,Phase II,NA
NCT00512798,Phase 1/Phase 2,3/1/08,NA,This study was terminated due to lack of efficacy,442356,0.315789474,6,19,NA,NA,Phase I,NA
NCT00521989,Phase 2,7/1/09,NA,"CRx-102-006 study results, negative",438734,0.017241379,1,58,NA,NA,Placebo,Placebo
NCT00521989,Phase 2,7/1/09,NA,"CRx-102-006 study results, negative",438730,0.01754386,1,57,NA,NA,CRx-102 (2.7/360 mg),CRx-102 dose 3 (2.7 mg prednisolone + 360 mg dipyridamole)
NCT00521989,Phase 2,7/1/09,NA,"CRx-102-006 study results, negative",438731,0.018518519,1,54,NA,NA,CRx-102 (2.7/180 mg),CRx-102 dose 2 (2.7 mg prednisolone + 180 mg dipyridamole)
NCT00521989,Phase 2,7/1/09,NA,"CRx-102-006 study results, negative",438732,0.035714286,2,56,NA,NA,CRx-102 (2.7/90 mg),CRx-102 dose 1 (2.7 mg prednisolone + 90 mg dipyridamole)
NCT00521989,Phase 2,7/1/09,NA,"CRx-102-006 study results, negative",438733,0.018518519,1,54,NA,NA,Prednisolone,Prednisolone 2.7 mg
NCT00522301,Phase 2,3/1/08,Early termination as it would not meet it's primary endpoint of improved survival. None of the patients completed the study.,NA,438681,0.2,1,5,NA,NA,Oral Sorafenib (BAY43-9006),Sorafenib will be administered as 400 mg orally daily x 28 days (continuous).
NCT00524589,Phase 2,9/1/10,NA,closed due to futility,437715,0.222222222,4,18,NA,NA,Dexamethasone and Calcitriol,"Patients receive oral dexamethasone once on days 1 and 2 and calcitriol IV over 1 hour on day 2. Treatment repeats weekly.calcitriol: IVdexamethasone: Oralprotein expression analysis: Correlative Studylaboratory biomarker analysis: Correlative Study"
NCT00526890,Phase 2,9/1/10,NA,lack of efficacy,436859,0.25,4,16,NA,NA,CPSR,"Concurrent Carboplatin, Paclitaxel and Selenomethionine in Combination with Radiation"
NCT00527878,Phase 2,6/1/11,NA,Failure to enroll adequate patient numbers due to small number of eligible patients,436472,0.333333333,4,12,NA,Adverse events were not analyzed for each participant as 7 participants did not complete the study and so we were not able to evaluate for adverse events for both placebo and study medication.,Ranitidine,"This was a crossover study and patients received 12 months of ranitidine and 12 months of placebo, unless they terminated the study."
NCT00527878,Phase 2,6/1/11,NA,Failure to enroll adequate patient numbers due to small number of eligible patients,436473,0.363636364,4,11,NA,Adverse events were not analyzed for each participant as 7 participants did not complete the study and so we were not able to evaluate for adverse events for both placebo and study medication.,Placebo,"this was a crossover study and patients received both placebo and study drug (ranitidine), both of which for 12 months, unless they terminated the study."
NCT00528775,Phase 2,3/1/14,"Due to the study‰Ûªs early termination and inadequate number of patients, no patients were analyzed.",drug cannot be prepared commercially,435872,0.833333333,5,6,NA,NA,HPPH,"Patients will receive 4 mg/m2 HPPH (given light exposure precautions) and approximately 2 days later be treated endoscopically with 150J/cm of 665 +-5nm light.HPPH: 4 mg/m2 IVendoscopic procedure: Treatment with 150 joules from laser"
NCT00534209,Phase 1/Phase 2,4/1/10,Study closed early due to low enrollment. A minimum of 2 patients were required for Phase 1. Only 1 patient enrolled.,Per request of Principal Investigator this study was closed.,433465,1,1,1,NA,NA,Arm I,"Patients will receive B7 vaccine once every other week for 2 courses over 12 weeks, for a maximum of 6 vaccines.Given intradermally."
NCT00534313,Phase 2,5/1/11,NA,Lack of efficacy with respect to skin-related lesions in the short-term phase,433444,0.023809524,1,42,NA,NA,Placebo (Short-term Period),"Participants received IV infusions of either dextrose 5% solution or 0.9% sodium chloride solution at a constant rate over approximately 30 minutes on Days 1, 15, and 29 and every 28 days thereafter up to and including Day 141."
NCT00534313,Phase 2,5/1/11,NA,Lack of efficacy with respect to skin-related lesions in the short-term phase,433446,0.093023256,4,43,NA,NA,Abatacept 30/10 (Short-term Period),"Participants received IV infusions of abatacept (30 mg/kg, calculated-dose) over approximately 30 minutes on Days 1 and 15, followed by 10 mg/kg (fixed-dose) abatacept infusion on Day 29 and every 28 days thereafter up to and including Day 141. All participants received a calculated dose on Days 1 and 15 followed by fixed dose based on their screening visit weight (participants weighing <60 kg received 500 mg, 60 to 100 kg received 750 mg, and >100 kg received 1000 mg."
NCT00534313,Phase 2,5/1/11,NA,Lack of efficacy with respect to skin-related lesions in the short-term phase,433445,0.136054422,20,147,NA,NA,Abatacept (Long-term Period),Participants received an open-label abatacept weight-tiered dose of 10 mg/kg at Day 169 and every 28 days.
NCT00534313,Phase 2,5/1/11,NA,Lack of efficacy with respect to skin-related lesions in the short-term phase,433448,0.05,2,40,NA,NA,Abatacept 10/10 (Short-term Period),"Participants received IV infusions of abatacept (10 mg/kg) over approximately 30 minutes on Days 1, 15, and 29 and every 28 days thereafter up to and including Day 141. All participants received a dose based on their screening visit weight as per rheumatoid arthritis label (participants weighing <60 kg received 500 mg, 60 to 100 kg received 750 mg, and >100 kg received 1000 mg)."
NCT00534313,Phase 2,5/1/11,NA,Lack of efficacy with respect to skin-related lesions in the short-term phase,433447,0.022222222,1,45,NA,NA,Abatacept 3/3 (Short-term Period),"Participants received IV infusions of abatacept (3 mg/kg, calculated-dose) over approximately 30 minutes on Days 1, 15, and 29 and every 28 days thereafter up to and including Day 141. All participants received calculated dose based on their screening visit weight."
NCT00538291,Phase 2,NA,Study was terminated due to a lack of efficacy (less than 2 of 13 patients responded to treatment in the first stage of a Simon's two stage design).,Study was terminated early due to lack of efficacy.,431763,0.307692308,4,13,Adverse events occurred over a period of of 17 months.,Other adverse events include all grades and attribution to treatment that are not included in Serious adverse events,Arm 1,Cetuximab 400mg/m2 IV on day 1 over 2 hours then 250 mg/m2 over 1 hour weekly + Xeloda(Capecitabine) 1000mg/m2 BID on days 1-14 repeated every 21 days.
NCT00544674,Phase 2,1/1/09,Decision to close study early based on new data showing that PR104A could also be activated under oxic conditions in tumors that express high levels of AKR1C3. SCLC does not express meaningful levels of the enzyme aldo keto reductase 1C3 (AKR1C3).,Terminated early due to discovery of new mechanism of activation.,429275,0.5,2,4,NA,NA,PR104,1100 mg/m^2 PR104 by IV over one hour every three weeks
NCT00544908,Phase 2,NA,Study was terminated early due to toxicity.,Toxicity,429189,0.285714286,2,7,Other Adverse Events include all events that were not severe adverse events regardless of grade or relation to treatment.,Adverse events recorded over a period of 13 months.,Dasatinib,Dasatinib 70 mg po bid (1 cycle=28 days)
NCT00545948,Phase 2,1/1/12,NA,Study terminated due to reproducibility issues with genomics prediction model.,428656,0.5,4,8,NA,No adverse events were observed for patients considered screen failures.,Arm A-Vinorelbine,Resected tumor was used for genomic expression profiling. Patients with a genomic expression pattern suggestive of vinorelbine sensitivity were given cisplatin + vinorelbine.
NCT00545948,Phase 2,1/1/12,NA,Study terminated due to reproducibility issues with genomics prediction model.,428655,0.142857143,2,14,NA,No adverse events were observed for patients considered screen failures.,Arm B-Pemetrexed,Resected tumor was used for genomic expression profiling. Patients with a genomic expression pattern suggestive of pemetrexed sensitivity were given cisplatin + pemetrexed.
NCT00549328,Phase 2,4/1/09,NA,Study enrolment was delayed in starting and too slow to support further development in this   setting,427414,0.071428571,1,14,NA,NA,Pazopanib 800 mg,Pazopanib 800 milligrams (mg) monotherapy given orally once daily
NCT00551759,Phase 2,4/1/16,NA,"The study used a two-stage design. After stage one, the study was terminated due to excess   toxicity.",425907,0.863636364,19,22,Assessed every 6 weeks while on treatment and for 30 days after the end of treatment,NA,"Neoadjuvant Therapy, Surgery, Adjuvant Therapy",35 days of neoadjuvant chemoradiotherapy with oxaliplatin and infusional 5-fluorouracil plus cetuximab followed by post-operative docetaxel and cetuximab.
NCT00555321,Phase 2,6/1/11,NA,NA,424696,0.807692308,21,26,NA,NA,Tacrolimus,NA
NCT00556075,Phase 2,7/1/09,"The study was prematurely terminated for safety reasons (Proellex studies were put on clinical hold due to liver toxicity). Sponsor was unable to pay vendor, and was therefore not provided with complete study data.",Clinical hold for safety,424008,0.043478261,1,23,NA,NA,50 mg,Proellex 50 mg: 2 capsules daily for 4 months
NCT00556075,Phase 2,7/1/09,"The study was prematurely terminated for safety reasons (Proellex studies were put on clinical hold due to liver toxicity). Sponsor was unable to pay vendor, and was therefore not provided with complete study data.",Clinical hold for safety,424010,0.045454545,1,22,NA,NA,Placebo,Placebo: 1 capsule daily for 4 months
NCT00560352,Phase 1,2/1/11,"The study was terminated due to an unexpectedly low recruitment rate, and no participants were enrolled in a planned dose-expansion phase.",NA,421940,0.666666667,2,3,Continuously from Day 1 until last day of study medication + 30 days (maximum reached: 10 months),NA,"Dasatinib, 100 mg QD","Dasatinib, 100 mg, given QD with 1.3 mg/m^2 of bortezomib in 21-day cycles. Dexamethasone, fixed at 20 mg QD, was administered the day of and 1 day after each bortezomib dosing. In a 21-day cycle, bortezomib was administered by IV bolus twice weekly, on Days 1, 4, 8, and 11, followed by a 10-day (Days 12 to 21) rest period. In a 21-day cycle, dasatinib was taken orally every day, QD in the morning. In a 21-day cycle, dexamethasone was taken orally on Days 1, 2, 4, 5, 8, 9, 11, and 12, at the same time as dasatinib. On the days when bortezomib and dasatinib were administered together, the morning dose of dasatinib was to be followed 1-2 hours by the dose of bortezomib."
NCT00560352,Phase 1,2/1/11,"The study was terminated due to an unexpectedly low recruitment rate, and no participants were enrolled in a planned dose-expansion phase.",NA,421939,0.25,1,4,Continuously from Day 1 until last day of study medication + 30 days (maximum reached: 10 months),NA,"Dasatinib, 140 mg QD","Dasatinib, 140 mg, administered QD with 1.3 mg/m^2 of bortezomib in 21-day cycles. Dexamethasone, fixed at 20 mg QD, was administered the day of and 1 day after each bortezomib dosing.In a 21-day cycle, bortezomib was administered by IV bolus twice weekly, on Days 1, 4, 8, and 11, followed by a 10-day (Days 12 to 21) rest period. In a 21-day cycle, dasatinib was taken orally every day, QD in the morning. In a 21-day cycle, dexamethasone was taken orally on Days 1, 2, 4, 5, 8, 9, 11, and 12, at the same time as dasatinib. On the days when bortezomib and dasatinib were administered together, the morning dose of dasatinib was to be followed 1-2 hours by the dose of bortezomib."
NCT00560352,Phase 1,2/1/11,"The study was terminated due to an unexpectedly low recruitment rate, and no participants were enrolled in a planned dose-expansion phase.",NA,421938,0.857142857,6,7,Continuously from Day 1 until last day of study medication + 30 days (maximum reached: 10 months),NA,"Dasatinib, 50 mg BID","Dasatinib, 50 mg administered twice daily (BID), with 1.0 mg/m^2 of bortezomib in 21-day cycles. Dexamethasone, fixed at 20 mg once daily (QD), was administered the day of and 1 day after each bortezomib dosing. In a 21-day cycle, bortezomib was administered by intravenous (IV) bolus twice weekly, on Days 1, 4, 8, and 11, followed by a 10-day (Days 12 to 21) rest period. In a 21-day cycle, dasatinib was taken orally every day, BID. In a 21-day cycle, dexamethasone was taken orally on Days 1, 2, 4, 5, 8, 9, 11, and 12, at the same time as dasatinib. On the days when bortezomib and dasatinib were administered together, the morning dose of dasatinib was to be followed 1-2 hours by the dose of bortezomib."
NCT00567879,Phase 1/Phase 2,5/1/11,NA,The study was terminated early due to insufficient evidence of clinical benefit.,418993,0.333333333,1,3,NA,NA,Oral Arm - Schedule B 20mg,20 mg was given three times weekly for two consecutive weeks as part of a 21-day treatment cycle.
NCT00567879,Phase 1/Phase 2,5/1/11,NA,The study was terminated early due to insufficient evidence of clinical benefit.,418996,0.238095238,5,21,NA,NA,Escalation/Expansion: i.v. Arm -20mg/m^2,20 mg/m^2 i.v. was given on day 1 and day 8 of a 21 day cycle.
NCT00567879,Phase 1/Phase 2,5/1/11,NA,The study was terminated early due to insufficient evidence of clinical benefit.,418994,0.166666667,2,12,NA,NA,Oral Arm - Schedule B 15 mg,15 mg was given three times weekly for two consecutive weeks as part of a 21-day treatment cycle.
NCT00567879,Phase 1/Phase 2,5/1/11,NA,The study was terminated early due to insufficient evidence of clinical benefit.,418997,0.142857143,1,7,NA,NA,Escalation: i.v. Arm - 15mg/m^2,15 mg/m^2 i.v. was given on day 1 and day 8 of a 21 day cycle.
NCT00567879,Phase 1/Phase 2,5/1/11,NA,The study was terminated early due to insufficient evidence of clinical benefit.,418995,0.5,3,6,NA,NA,Oral Arm - Schedule A 20mg,20 mg was given twice weekly for two consecutive weeks as part of a 21-day treatment cycle.
NCT00567879,Phase 1/Phase 2,5/1/11,NA,The study was terminated early due to insufficient evidence of clinical benefit.,418998,0.428571429,3,7,NA,NA,Escalation: i.v. Arm - 10mg/m^2,10 mg/m^2 i.v. was given on day 1 and day 8 of a 21 day cycle.
NCT00570531,Phase 2,6/1/13,The study was unable the accrue the required number of patients within a reasonable time and therefore the primary objective was not analyzed.,The study was unable the accrue the required number of patients within a reasonable time.,418195,0.666666667,4,6,NA,NA,Bevacizumab,"Bevacizumab: Pre-Operative Treatment: Bevacizumab will be given over 60-90 minutes through an I.V. catheter on days 2 and 16. Post-Operative Treatment:Bevacizumab given over 60-90 minutes through an I.V. catheter every 21 days for 12 months, starting 6-8 weeks after surgery.Paclitaxel: Pre-Operative Chemotherapy treatment: Paclitaxel 45 mg/m^2 will be administered as a 1-hour intravenous infusion on days 2, 9, 16, 23, and 30. It will be given before cisplatin administration.Cisplatin: Pre-Operative Chemotherapy Treatment: Cisplatin 30 mg/m^2 over 1 hour on days 2, 9, 16, 23, and 30. It will be given after paclitaxel.5-Fluorouracil: Pre-Operative Chemotherapy Treatment: 5-Fluorouracil at 200 mg/m2/day will be given as a continuous intravenous infusion on days #2-33.Radiation Therapy: Pre-Operative Treatment: Radiotherapy will be given Monday through Friday five days a week on days 1-5, 8-12, 15-19, 22-26, and 29-33. Radiotherapy will be administered using MV x-rays."
NCT00572156,Phase 2,3/1/12,The study was prematurely terminated once the last subject had completed three years of treatment (compared to the six years planned in protocol Amendment) for strategic reasons.,The study was prematurely terminated due to strategic reasons.,417703,0.038461538,1,26,Approximate up to 4 years,"Treatment emergent adverse event (TEAEs) Reported in ‰ä´5% Subjects Receiving rhGH Alone or Receiving Combination Therapy.Safety population consisted of all subjects who were randomized. Note that post baseline follow-up data were received for all subjects who were randomized.",1. rhGH Alone,Nutropin AQå¨ (Somatropin [rDNA origin]): rhGH (Somatropin) 45åµg/kg once daily injection
NCT00573131,Phase 2,11/1/10,Study prematurely terminated due to lack of efficacy in primary endpoint.,OncoGel did not show any impact on overall tumor response,417486,0.416666667,30,72,Adverse events were collected through the 12 week Assessment Period,Serious adverse events were collected through the first 30 days after the Week 12 visit,Group 1,"OncoGel, radiation therapy and systemic chemotherapy (cisplatin plus 5-FU) prior to surgical resection."
NCT00573131,Phase 2,11/1/10,Study prematurely terminated due to lack of efficacy in primary endpoint.,OncoGel did not show any impact on overall tumor response,417485,0.307692308,20,65,Adverse events were collected through the 12 week Assessment Period,Serious adverse events were collected through the first 30 days after the Week 12 visit,Group 2,Radiation therapy and systemic chemotherapy (cisplatin plus 5-FU) prior to surgical resection.
NCT00578903,Phase 2,7/1/12,NA,NA,414984,0.454545455,10,22,NA,NA,Patients,Patients with a diagnosis of severe aplastic anemia who require an allogeneic stem cell transplant but lack an Human Leukocyte Antigen (HLA) identical family member.
NCT00581529,Phase 2,8/1/14,The trial was terminated early because fair/poor cosmesis developed in 7 of 32 women.,The trial was terminated early because fair/poor cosmesis developed in 7 of 32 women.,414044,0.235294118,8,34,NA,NA,Radiotherapy,"Patients on protocol will be treated with accelerated radiotherapy, 3.85 Gy per fraction, bid, for 5 consecutive days for a total dose of 38.5 Gy."
NCT00582400,Phase 2,4/1/10,NA,recruiting or enrolling participants has halted prematurely and will not resume; participants   are no longer being examined or treated,413866,0.222222222,2,9,NA,NA,Arsenic Trioxide (Trisenox),"arsenic trioxide: Trisenox will be diluted with 100 to 250 mL 0.9% Sodium Chloride injection, USP, using proper aseptic technique, immediately after withdrawal from the ampule. The Trisenox ampule is single-use and does not contain any preservatives. Unused portions of each ampule should be discarded properly. Trisenox is not to be mixed with other medications.The loading dose of Trisenox will be administered intravenously over 2 hours. The infusion duration may be extended up to 4 hours if acute vasomotor reactions are observed. The drug will be administered IV through a functional peripheral or central venous line. Trisenox is not a vesicant, and may be a mild irritant if administered into the skin without dilution."
NCT00582738,Phase 2,1/1/10,NA,NA,413758,0.5,11,22,NA,NA,EVR (Everolimus),"Initiation of everolimus with discontinuation of CNI/MPA, with or without steroids."
NCT00583115,Phase 2,12/1/13,NA,Unable to enroll subjects,413670,1,1,1,NA,NA,Gleevec,"Drug taken orally 260mg/M2/day once per dayGleevec: 260 mg/M2/day, given once daily by mouth"
NCT00584740,Phase 2,8/1/10,NA,The study was terminated prematurely after futility criterion was met at planned interim   analysis of 41 patients.,413395,0.179487179,7,39,NA,NA,AIN457 Twice 10mg/kg,AIN457 10 mg/kg was given as an intravenous infusion at day 1 and day 22.
NCT00584740,Phase 2,8/1/10,NA,The study was terminated prematurely after futility criterion was met at planned interim   analysis of 41 patients.,413394,0.15,3,20,NA,NA,Placebo,Matching placebo to AIN457 was given as an infusion at day 1 and day 22.
NCT00588146,Phase 2,9/1/11,The study was terminated early because Schering-Plough discontinued supplying study drug.,Schering-Plough discontinued supplying study drug.,412325,0.3,3,10,"Adverse events were collected over the 1-year study by telephone or direct interview. Adverse events were graded according to Modified NCI Common Toxicity Criteria. If a subject discontinued for an adverse event, they were observed for 12 weeks.",NA,Pegylated Interferon Alpha-2b,Weekly subcutaneous injection of pegylated interferon alpha2b 1 microgram/kg/week
NCT00593645,Phase 2,7/1/09,Enrollment was halted after 3 of the first 7 patients expired on days 15/26/32. Predefined early stopping rules were defined that if three deaths occurred in the first 11 patients then it was unlikely to achieve a low treatment-related mortality.,toxicities were worse than expected,410800,0.714285714,5,7,Adverse event collection started from the beginning of treatment through 1 year post transplant.,NA,Arm 1,"Clofarabine 40mg/m2/day IV over two hours daily x 5 days on Days -6 thru -2Cytarabine 1gm/m2/day IV over two hours daily x 5 days on Days -6 thru -2 after the START of Clofarabine.Thymoglobulin 1.0mg/kg IV over 6 hours X 1 day on Day -4, then 2.5mg/kg/day x 2 days on Days -3 and -2.Stem Cell Transplant - On day 0 a minimum of total CD34+ cell dose of 2 x10E6/kg (actual weight of recipient) will be infused."
NCT00594230,Phase 2,3/1/11,"Results of a planned interim analysis demonstrated that the regimen did not demonstrate sufficient evidence of efficacy necessary to justify further enrollment. Per protocol, the results of this analysis led to early termination of the study.","Per protocol, the results of a planned interim analysis demonstrated insufficient efficacy and   led to early termination of the study.",410382,0.3,3,10,NA,NA,Panobinostat 20 mg,"Panobinostat(20 mg PO) will be administered three times a week on Monday, Wednesday and Friday. Treatment will be given over 21 days followed by a 7 day rest period and repeated every 28 days. Patients will be assessed for toxicity on an ongoing basis and disease assessment will be determined every 2 treatment cycles (8 weeks). Patients will be allowed to continue on treatment for a maximum of eight four week treatment cycles. Treatment will be discontinued if there is evidence of disease progression, unacceptable toxicity and/or at the discretion of the investigator."
